State;East-West;The first most important problem;The second most important problem;Party;Gender;Age;Reasearch Year
Bayern;West;Unemployment/jobs;Environmental protection;CDU/CSU;Female;30-34;1998
Bremen;West;Economic recovery/situation;Disenchantment with political parties and politics/politics in general/political affairs;SPD;Female;21-24;1998
Nordrhein-Westfalen;West;Unemployment/jobs;Family/children/youth;Grünen;Female;45-49;1998
Hessen;West;Unemployment/jobs;No response;SPD;Male;30-34;1998
Bremen;West;Unemployment/jobs;Pensions/old people/old-age security;FDP;Female;70+;1998
Nordrhein-Westfalen;West;Disenchantment with political parties and politics/politics in general/political affairs;No response;SPD;Female;21-24;1998
Nordrhein-Westfalen;West;Unemployment/jobs;No response;CDU/CSU;Female;60-69;1998
Bayern;West;Unemployment/jobs;Economic recovery/situation;CDU/CSU;Male;50-59;1998
Schleswig-Holstein;West;Unemployment/jobs;EU/Europe/Euro;SPD;Male;40-44;1998
Niedersachsen;West;Unemployment/jobs;Disenchantment with political parties and politics/politics in general/political affairs;FDP;Female;30-34;1998
Nordrhein-Westfalen;West;Unemployment/jobs;Social gap between rich and poor;CDU/CSU;Female;50-59;1998
Berlin-West;West;Unemployment/jobs;No response;SPD;Female;40-44;1998
Nordrhein-Westfalen;West;Unemployment/jobs;Disenchantment with political parties and politics/politics in general/political affairs;No response;Male;50-59;1998
Baden-Württemberg;West;Unemployment/jobs;Economic recovery/situation;CDU/CSU;Male;45-49;1998
Niedersachsen;West;Unemployment/jobs;Unemployment/jobs;SPD;Male;50-59;1998
Hessen;West;Unemployment/jobs;No response;SPD;Male;30-34;1998
Baden-Württemberg;West;Social gap between rich and poor;Unemployment/jobs;CDU/CSU;Male;25-29;1998
Bayern;West;No response;No response;SPD;Female;30-34;1998
Nordrhein-Westfalen;West;Unemployment/jobs;Student protests/education;CDU/CSU;Female;50-59;1998
Nordrhein-Westfalen;West;Unemployment/jobs;Peace and order/crime;Grünen;Female;18-20;1998
Nordrhein-Westfalen;West;Taxes/tax increases;Unemployment/jobs;CDU/CSU;Male;40-44;1998
Baden-Württemberg;West;Foreigners;Unemployment/jobs;CDU/CSU;Male;30-34;1998
Hessen;West;Unemployment/jobs;Peace and order/crime;CDU/CSU;Male;70+;1998
Nordrhein-Westfalen;West;Unemployment/jobs;Social gap between rich and poor;SPD;Female;40-44;1998
Nordrhein-Westfalen;West;Unemployment/jobs;No response;SPD;Female;40-44;1998
Nordrhein-Westfalen;West;Unemployment/jobs;Peace and order/crime;FDP;Male;50-59;1998
Schleswig-Holstein;West;Unemployment/jobs;Taxes/tax increases;SPD;Female;50-59;1998
Nordrhein-Westfalen;West;Unemployment/jobs;Foreigners;Grünen;Female;45-49;1998
Berlin-West;West;Peace and order/crime;Unemployment/jobs;CDU/CSU;Female;70+;1998
Bayern;West;Unemployment/jobs;Peace and order/crime;SPD;Male;70+;1998
Baden-Württemberg;West;Pensions/old people/old-age security;No response;CDU/CSU;Male;70+;1998
Nordrhein-Westfalen;West;Unemployment/jobs;Taxes/tax increases;CDU/CSU;Male;30-34;1998
Nordrhein-Westfalen;West;Unemployment/jobs;Morals/values;No response;Female;60-69;1998
Bayern;West;Unemployment/jobs;Pensions/old people/old-age security;Grünen;Male;50-59;1998
Schleswig-Holstein;West;Unemployment/jobs;Taxes/tax increases;SPD;Female;50-59;1998
Nordrhein-Westfalen;West;Unemployment/jobs;No response;FDP;Male;60-69;1998
Bayern;West;Unemployment/jobs;Peace and order/crime;PDS;Female;50-59;1998
Schleswig-Holstein;West;Unemployment/jobs;Health care/long-term care insurance;No response;Female;30-34;1998
Baden-Württemberg;West;Peace and order/crime;Unemployment/jobs;SPD;Male;60-69;1998
Bayern;West;Unemployment/jobs;Family/children/youth;CDU/CSU;Female;30-34;1998
Rheinland-Pflaz;West;Unemployment/jobs;Peace and order/crime;CDU/CSU;Male;40-44;1998
Niedersachsen;West;Unemployment/jobs;Economic recovery/situation;SPD;Female;30-34;1998
Niedersachsen;West;Unemployment/jobs;Other problems;SPD;Male;40-44;1998
Baden-Württemberg;West;Disenchantment with political parties and politics/politics in general/political affairs;Pensions/old people/old-age security;CDU/CSU;Male;45-49;1998
Bayern;West;Disenchantment with political parties and politics/politics in general/political affairs;No response;CDU/CSU;Female;60-69;1998
Nordrhein-Westfalen;West;Unemployment/jobs;No response;SPD;Male;45-49;1998
Nordrhein-Westfalen;West;Peace and order/crime;Foreigners;CDU/CSU;Male;50-59;1998
Baden-Württemberg;West;Unemployment/jobs;Taxes/tax increases;SPD;Female;60-69;1998
Nordrhein-Westfalen;West;Peace and order/crime;Family/children/youth;SPD;Female;70+;1998
Nordrhein-Westfalen;West;Disenchantment with political parties and politics/politics in general/political affairs;Health care/long-term care insurance;FDP;Male;35-39;1998
Nordrhein-Westfalen;West;Unemployment/jobs;Foreigners;PDS;Female;45-49;1998
Bayern;West;No response;No response;CDU/CSU;Female;25-29;1998
Nordrhein-Westfalen;West;Unemployment/jobs;Peace/détente (East-West);CDU/CSU;Male;50-59;1998
Hessen;West;Unemployment/jobs;Asylum seekers/asylum seekers;SPD;Female;50-59;1998
Nordrhein-Westfalen;West;Taxes/tax increases;Pensions/old people/old-age security;FDP;Male;40-44;1998
Nordrhein-Westfalen;West;Taxes/tax increases;Unemployment/jobs;SPD;Male;70+;1998
Rheinland-Pflaz;West;Unemployment/jobs;Environmental protection;SPD;Male;35-39;1998
Bayern;West;Wages/working time regulations;Cutbacks of social benefits;SPD;Male;18-20;1998
Nordrhein-Westfalen;West;Unemployment/jobs;Peace/détente (East-West);SPD;Female;70+;1998
Nordrhein-Westfalen;West;Peace/détente (East-West);Peace and order/crime;CDU/CSU;Male;60-69;1998
Bayern;West;Unemployment/jobs;Taxes/tax increases;SPD;Female;30-34;1998
Bayern;West;Economic recovery/situation;Unemployment/jobs;CDU/CSU;Male;50-59;1998
Hessen;West;Peace and order/crime;Taxes/tax increases;SPD;Female;50-59;1998
Rheinland-Pflaz;West;Unemployment/jobs;Foreigners;CDU/CSU;Male;45-49;1998
Hessen;West;Unemployment/jobs;Peace and order/crime;SPD;Female;60-69;1998
Baden-Württemberg;West;Unemployment/jobs;Environmental protection;Grünen;Female;25-29;1998
Hessen;West;Unemployment/jobs;EU/Europe/Euro;CDU/CSU;Male;45-49;1998
Rheinland-Pflaz;West;Unemployment/jobs;No response;No response;Female;70+;1998
Nordrhein-Westfalen;West;Unemployment/jobs;Taxes/tax increases;SPD;Female;40-44;1998
Nordrhein-Westfalen;West;Unemployment/jobs;Cutbacks of social benefits;SPD;Male;30-34;1998
Nordrhein-Westfalen;West;Unemployment/jobs;Social gap between rich and poor;SPD;Female;30-34;1998
Bayern;West;No response;No response;No response;Female;50-59;1998
Nordrhein-Westfalen;West;Unemployment/jobs;Peace and order/crime;No response;Male;21-24;1998
Bayern;West;Unemployment/jobs;Pensions/old people/old-age security;CDU/CSU;Male;50-59;1998
Niedersachsen;West;Disenchantment with political parties and politics/politics in general/political affairs;No response;CDU/CSU;Male;40-44;1998
Niedersachsen;West;Social gap between rich and poor;Environmental protection;SPD;Male;25-29;1998
Bayern;West;Foreigners;National debt;CDU/CSU;Male;50-59;1998
Nordrhein-Westfalen;West;Unemployment/jobs;Taxes/tax increases;SPD;Male;70+;1998
Nordrhein-Westfalen;West;Unemployment/jobs;Health care/long-term care insurance;CDU/CSU;Male;40-44;1998
Bayern;West;Unemployment/jobs;No response;CDU/CSU;Female;50-59;1998
Nordrhein-Westfalen;West;Unemployment/jobs;Other problems;No response;Female;50-59;1998
Hessen;West;Unemployment/jobs;No response;SPD;Female;30-34;1998
Nordrhein-Westfalen;West;Taxes/tax increases;Peace and order/crime;SPD;Male;35-39;1998
Hessen;West;Family/children/youth;Peace and order/crime;CDU/CSU;Female;70+;1998
Nordrhein-Westfalen;West;Unemployment/jobs;Environmental protection;Grünen;Female;40-44;1998
Saarland;West;Unemployment/jobs;Traffic problems/road construction;SPD;Male;35-39;1998
Rheinland-Pflaz;West;Peace and order/crime;Unemployment/jobs;CDU/CSU;Male;30-34;1998
Baden-Württemberg;West;Unemployment/jobs;Economic recovery/situation;SPD;Female;40-44;1998
Niedersachsen;West;Unemployment/jobs;No response;FDP;Female;70+;1998
Nordrhein-Westfalen;West;Peace and order/crime;Family/children/youth;CDU/CSU;Female;50-59;1998
Hessen;West;Unemployment/jobs;Student protests/education;CDU/CSU;Female;21-24;1998
Nordrhein-Westfalen;West;Taxes/tax increases;Unemployment/jobs;SPD;Male;40-44;1998
Bayern;West;Unemployment/jobs;Pensions/old people/old-age security;No response;Male;35-39;1998
Nordrhein-Westfalen;West;Peace and order/crime;Family/children/youth;SPD;Female;18-20;1998
Schleswig-Holstein;West;Unemployment/jobs;No response;FDP;Female;35-39;1998
Rheinland-Pflaz;West;Unemployment/jobs;Taxes/tax increases;SPD;Female;40-44;1998
Bayern;West;Unemployment/jobs;No response;No response;Female;30-34;1998
Bayern;West;Unemployment/jobs;Social gap between rich and poor;CDU/CSU;Male;50-59;1998
Nordrhein-Westfalen;West;Unemployment/jobs;Disenchantment with political parties and politics/politics in general/political affairs;CDU/CSU;Male;60-69;1998
Rheinland-Pflaz;West;Unemployment/jobs;Pensions/old people/old-age security;No response;Female;70+;1998
Saarland;West;Morals/values;No response;CDU/CSU;Male;70+;1998
Bayern;West;Unemployment/jobs;No response;No response;Female;50-59;1998
Rheinland-Pflaz;West;Taxes/tax increases;Unemployment/jobs;SPD;Male;25-29;1998
Baden-Württemberg;West;Unemployment/jobs;Peace and order/crime;CDU/CSU;Female;50-59;1998
Schleswig-Holstein;West;Unemployment/jobs;No response;Grünen;Female;25-29;1998
Bayern;West;Unemployment/jobs;EU/Europe/Euro;CDU/CSU;Male;30-34;1998
Rheinland-Pflaz;West;Unemployment/jobs;Disenchantment with political parties and politics/politics in general/political affairs;CDU/CSU;Male;50-59;1998
Bremen;West;No response;No response;CDU/CSU;Female;70+;1998
Baden-Württemberg;West;Unemployment/jobs;Environmental protection;No response;Male;30-34;1998
Bayern;West;Cutbacks of social benefits;Pensions/old people/old-age security;Another party;Female;50-59;1998
Nordrhein-Westfalen;West;Unemployment/jobs;EU/Europe/Euro;FDP;Male;45-49;1998
Rheinland-Pflaz;West;Peace and order/crime;Unemployment/jobs;No response;Female;45-49;1998
Nordrhein-Westfalen;West;Unemployment/jobs;Environmental protection;SPD;Female;50-59;1998
Bayern;West;Foreigners;No response;CDU/CSU;Female;70+;1998
Baden-Württemberg;West;Cost of living/inflation/prices;Unemployment/jobs;SPD;Male;50-59;1998
Bayern;West;Unemployment/jobs;Social gap between rich and poor;Republikaner;Female;40-44;1998
Baden-Württemberg;West;No response;No response;CDU/CSU;Female;70+;1998
Hessen;West;Unemployment/jobs;Foreigners;No response;Female;40-44;1998
Nordrhein-Westfalen;West;Unemployment/jobs;Taxes/tax increases;SPD;Female;60-69;1998
Hessen;West;National debt;Unemployment/jobs;FDP;Male;21-24;1998
Nordrhein-Westfalen;West;Unemployment/jobs;No response;SPD;Female;30-34;1998
Nordrhein-Westfalen;West;Unemployment/jobs;Peace and order/crime;SPD;Male;45-49;1998
Nordrhein-Westfalen;West;Unemployment/jobs;No response;No response;Female;50-59;1998
Nordrhein-Westfalen;West;Unemployment/jobs;EU/Europe/Euro;Another party;Female;50-59;1998
Bayern;West;Unemployment/jobs;Wages/working time regulations;CDU/CSU;Male;45-49;1998
Bayern;West;Peace and order/crime;Peace/détente (East-West);CDU/CSU;Male;70+;1998
Hessen;West;Unemployment/jobs;Taxes/tax increases;SPD;Male;60-69;1998
Nordrhein-Westfalen;West;Unemployment/jobs;Health care/long-term care insurance;SPD;Female;50-59;1998
Bayern;West;Unemployment/jobs;Taxes/tax increases;CDU/CSU;Male;60-69;1998
Nordrhein-Westfalen;West;Unemployment/jobs;Environmental protection;Grünen;Female;25-29;1998
Bayern;West;Unemployment/jobs;Taxes/tax increases;CDU/CSU;Male;30-34;1998
Hessen;West;Unemployment/jobs;Economic recovery/situation;SPD;Male;40-44;1998
Saarland;West;Unemployment/jobs;No response;SPD;Female;60-69;1998
Bayern;West;Peace and order/crime;No response;CDU/CSU;Female;70+;1998
Nordrhein-Westfalen;West;Foreigners;EU/Europe/Euro;SPD;Female;50-59;1998
Rheinland-Pflaz;West;Unemployment/jobs;Pensions/old people/old-age security;SPD;Female;60-69;1998
Rheinland-Pflaz;West;Unemployment/jobs;Economic gap between East Germany and West Germany;No response;Female;25-29;1998
Rheinland-Pflaz;West;Unemployment/jobs;Foreigners;CDU/CSU;Male;35-39;1998
Berlin-West;West;Unemployment/jobs;Social gap between rich and poor;No response;Female;45-49;1998
Baden-Württemberg;West;Taxes on energy/petrol;No response;CDU/CSU;Female;21-24;1998
Baden-Württemberg;West;Unemployment/jobs;Pensions/old people/old-age security;No response;Female;70+;1998
Niedersachsen;West;Other problems;Taxes/tax increases;CDU/CSU;Male;50-59;1998
Bayern;West;Unemployment/jobs;Economic recovery/situation;SPD;Female;25-29;1998
Nordrhein-Westfalen;West;Unemployment/jobs;Taxes/tax increases;SPD;Male;25-29;1998
Bayern;West;Unemployment/jobs;National debt;CDU/CSU;Male;21-24;1998
Baden-Württemberg;West;Pensions/old people/old-age security;No response;CDU/CSU;Female;50-59;1998
Berlin-West;West;Unemployment/jobs;Social gap between rich and poor;SPD;Male;35-39;1998
Baden-Württemberg;West;Unemployment/jobs;Family/children/youth;SPD;Female;40-44;1998
Saarland;West;Unemployment/jobs;Environmental protection;No response;Male;45-49;1998
Nordrhein-Westfalen;West;No response;No response;No response;Male;70+;1998
Nordrhein-Westfalen;West;Foreigners;Social gap between rich and poor;SPD;Female;40-44;1998
Hamburg;West;Unemployment/jobs;Family/children/youth;No response;Male;35-39;1998
Nordrhein-Westfalen;West;Unemployment/jobs;No response;SPD;Female;60-69;1998
Nordrhein-Westfalen;West;Unemployment/jobs;Environmental protection;SPD;Male;35-39;1998
Baden-Württemberg;West;Unemployment/jobs;Taxes/tax increases;CDU/CSU;Male;25-29;1998
Rheinland-Pflaz;West;No response;No response;PDS;Male;70+;1998
Bayern;West;Unemployment/jobs;Foreigners;CDU/CSU;Male;35-39;1998
Bayern;West;Taxes/tax increases;Pensions/old people/old-age security;CDU/CSU;Male;50-59;1998
Bayern;West;Disenchantment with political parties and politics/politics in general/political affairs;No response;SPD;Male;50-59;1998
Niedersachsen;West;Economic recovery/situation;National debt;CDU/CSU;Male;60-69;1998
Rheinland-Pflaz;West;Unemployment/jobs;Taxes/tax increases;Grünen;Female;21-24;1998
Nordrhein-Westfalen;West;Unemployment/jobs;Other problems;No response;Male;30-34;1998
Nordrhein-Westfalen;West;Family/children/youth;Unemployment/jobs;SPD;Female;35-39;1998
Schleswig-Holstein;West;Unemployment/jobs;Asylum seekers/asylum seekers;SPD;Female;50-59;1998
Nordrhein-Westfalen;West;Social gap between rich and poor;No response;No response;Male;45-49;1998
Nordrhein-Westfalen;West;Unemployment/jobs;Economic recovery/situation;SPD;Male;30-34;1998
Bayern;West;Right-wing radicals/right-wing extremists;Taxes/tax increases;CDU/CSU;Male;25-29;1998
Nordrhein-Westfalen;West;Disenchantment with political parties and politics/politics in general/political affairs;No response;CDU/CSU;Female;50-59;1998
Bayern;West;Unemployment/jobs;Family/children/youth;Grünen;Female;40-44;1998
Baden-Württemberg;West;Unemployment/jobs;Peace and order/crime;CDU/CSU;Male;50-59;1998
Baden-Württemberg;West;Unemployment/jobs;Taxes/tax increases;CDU/CSU;Male;30-34;1998
Nordrhein-Westfalen;West;National debt;No response;CDU/CSU;Female;40-44;1998
Bayern;West;Unemployment/jobs;Foreigners;CDU/CSU;Female;60-69;1998
Baden-Württemberg;West;Unemployment/jobs;Unemployment/jobs;CDU/CSU;Male;45-49;1998
Nordrhein-Westfalen;West;Unemployment/jobs;Economic recovery/situation;No response;Female;50-59;1998
Nordrhein-Westfalen;West;Unemployment/jobs;Economic recovery/situation;FDP;Female;18-20;1998
Nordrhein-Westfalen;West;Unemployment/jobs;No response;SPD;Female;40-44;1998
Niedersachsen;West;Unemployment/jobs;Peace and order/crime;SPD;Male;30-34;1998
Baden-Württemberg;West;Unemployment/jobs;Pensions/old people/old-age security;Grünen;Male;50-59;1998
Bayern;West;Unemployment/jobs;Economic recovery/situation;Grünen;Female;21-24;1998
Bremen;West;Peace and order/crime;Peace/détente (East-West);CDU/CSU;Female;60-69;1998
Rheinland-Pflaz;West;Social gap between rich and poor;No response;No response;Male;70+;1998
Baden-Württemberg;West;Cutbacks of social benefits;Unemployment/jobs;Grünen;Male;25-29;1998
Rheinland-Pflaz;West;Unemployment/jobs;EU/Europe/Euro;CDU/CSU;Male;50-59;1998
Bayern;West;Unemployment/jobs;EU/Europe/Euro;CDU/CSU;Male;35-39;1998
Berlin-West;West;Unemployment/jobs;Nuclear energy/nuclear transport;PDS;Male;45-49;1998
Berlin-West;West;Unemployment/jobs;Social gap between rich and poor;No response;Female;40-44;1998
Baden-Württemberg;West;Unemployment/jobs;Economic recovery/situation;CDU/CSU;Male;25-29;1998
Hamburg;West;Unemployment/jobs;Economic recovery/situation;SPD;Male;50-59;1998
Niedersachsen;West;Unemployment/jobs;No response;Grünen;Male;30-34;1998
Hessen;West;Unemployment/jobs;Cutbacks of social benefits;CDU/CSU;Male;50-59;1998
Nordrhein-Westfalen;West;Unemployment/jobs;No response;SPD;Male;45-49;1998
Bayern;West;Unemployment/jobs;Foreigners;No response;Female;30-34;1998
Niedersachsen;West;Taxes/tax increases;Unemployment/jobs;CDU/CSU;Male;60-69;1998
Hamburg;West;Unemployment/jobs;Unemployment/jobs;No response;Female;70+;1998
Bayern;West;Unemployment/jobs;Unemployment/jobs;CDU/CSU;Female;30-34;1998
Nordrhein-Westfalen;West;Unemployment/jobs;No response;SPD;Male;50-59;1998
Niedersachsen;West;Unemployment/jobs;Pensions/old people/old-age security;SPD;Male;50-59;1998
Niedersachsen;West;Cutbacks of social benefits;No response;CDU/CSU;Male;30-34;1998
Hessen;West;Taxes/tax increases;Unemployment/jobs;Grünen;Female;50-59;1998
Baden-Württemberg;West;Unemployment/jobs;Cutbacks of social benefits;CDU/CSU;Male;45-49;1998
Nordrhein-Westfalen;West;Unemployment/jobs;Health care/long-term care insurance;CDU/CSU;Female;35-39;1998
Nordrhein-Westfalen;West;Social gap between rich and poor;Other problems;FDP;Female;50-59;1998
Niedersachsen;West;Student protests/education;Unemployment/jobs;SPD;Female;40-44;1998
Berlin-West;West;Unemployment/jobs;Right-wing radicals/right-wing extremists;Grünen;Male;35-39;1998
Schleswig-Holstein;West;Unemployment/jobs;Peace and order/crime;CDU/CSU;Male;60-69;1998
Bayern;West;Unemployment/jobs;No response;No response;Female;70+;1998
